display_name,category,parent_brand,value_key,payer_id,notes
"UnitedHealthcare of the Mid-Atlantic, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-the-mid-atlantic-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of the Midlands, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-the-midlands-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of the Midwest, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-the-midwest-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnityPoint Health PACE Senior Care,Medicare Advantage,,unitypoint-health-pace-senior-care,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Univera Healthcare,Commercial,,univera-healthcare,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Universal Care, Inc.",Commercial,,universal-care-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
University Health Alliance (UHA),Commercial,,university-health-alliance-uha,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
University Health Services,Commercial,,university-health-services,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"University of Arizona Health Plans-University Healthcare, Inc.",Commercial,,university-of-arizona-health-plans-university-healthcare-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
University of Michigan Health Insurance Company,Commercial,,university-of-michigan-health-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
University of Michigan Health Plan,Commercial,,university-of-michigan-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
University of Michigan Health Plan,Medicare Advantage,,university-of-michigan-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
University of Utah Health Insurance Plans,Commercial,,university-of-utah-health-insurance-plans,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Unum Insurance Company,Commercial,,unum-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Upham's PACE,Medicare Advantage,,upham-s-pace,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Upper Peninsula Health Plan (UPHP) MI Health Link,Medicare Advantage,,upper-peninsula-health-plan-uphp-mi-health-link,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Upstate New York Engineers Health Plan,Commercial,,upstate-new-york-engineers-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Urban Retail Properties, LLC",Commercial,,urban-retail-properties-llc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
VDC Patch TEST Org,Commercial,,vdc-patch-test-org,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
VISTA Health Plan Inc.,Medicare Advantage,,vista-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
VIVA Health,Commercial,,viva-health,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
VIVA Medicare,Medicare Advantage,Medicare,viva-medicare,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
VNS Health Medicare,Medicare Advantage,Medicare,vns-health-medicare,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Vaagen Bros. Lumber, Inc.",Commercial,,vaagen-bros-lumber-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Vail Rubber Works, Inc.",Commercial,,vail-rubber-works-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Valir PACE,Medicare Advantage,,valir-pace,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Valley Baptist Insurance Company,Commercial,,valley-baptist-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Valmet, Inc.",Commercial,,valmet-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Valor Health Plan,Medicare Advantage,,valor-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"ValueOptions of California, Inc.",Commercial,,valueoptions-of-california-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Vanee Foods Company,Commercial,,vanee-foods-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Vantage Health Plan, Inc.",Commercial,,vantage-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Vaughan Foods, Inc.",Commercial,,vaughan-foods-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Vaughan Transportation, Inc.",Commercial,,vaughan-transportation-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Verda Health Plan of Texas,Medicare Advantage,,verda-health-plan-of-texas,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Vermont Blue Advantage,Medicare Advantage,,vermont-blue-advantage,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Victory Packaging LP/GSC of CA,Commercial,,victory-packaging-lp-gsc-of-ca,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
VillageCareMAX,Medicare Advantage,,villagecaremax,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
VillageHealth,Medicare Advantage,,villagehealth,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Virginia Premier Health Plan, Inc.",Commercial,,virginia-premier-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Vision Service Plan,Commercial,,vision-service-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Vista Health Plan, Inc.",Commercial,,vista-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Von Maur, Inc.",Commercial,,von-maur-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Vorys, Sater, Seymour and Pease LLP",Commercial,,vorys-sater-seymour-and-pease-llp,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
WEA Insurance Company,Commercial,,wea-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"WELLCARE HEALTH PLANS OF KENTUCKY, INC",Commercial,WellCare (Centene),wellcare-health-plans-of-kentucky-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
WESTERN GROCERS EMPLOYEE BENEFITS TRUST,Commercial,,western-grocers-employee-benefits-trust,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
WINhealth Partners,Commercial,,winhealth-partners,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
WMI Mutual Insurance Company,Commercial,,wmi-mutual-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
WPS Health Plan Inc,Commercial,,wps-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"WPS Health Plan, Inc.",Commercial,,wps-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
WTS International Inc.,Commercial,,wts-international-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Walsh Construction Co.,Commercial,,walsh-construction-co,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Warehousemen's Health & Welfare Fund,Commercial,,warehousemen-s-health-and-welfare-fund,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Washington National Insurance Company,Commercial,,washington-national-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Waters Technologies Corporation,Commercial,,waters-technologies-corporation,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Weight Watchers Intl Inc.,Commercial,,weight-watchers-intl-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
WelbeHealth,Medicare Advantage,,welbehealth,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Welborn Health Plans,Commercial,,welborn-health-plans,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
WellAway Limited,Commercial,,wellaway-limited,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"WellCare Health Insurance Company of Kentucky, Inc",Commercial,WellCare (Centene),wellcare-health-insurance-company-of-kentucky-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
WellCare Health Insurance Company of New Hampshire Inc,Commercial,WellCare (Centene),wellcare-health-insurance-company-of-new-hampshire-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"WellCare Health Insurance Company of New Jersey, Inc.",Commercial,WellCare (Centene),wellcare-health-insurance-company-of-new-jersey-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"WellCare Health Insurance of Kentucky, Inc.",Commercial,WellCare (Centene),wellcare-health-insurance-of-kentucky-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
WellCare of New York,Commercial,WellCare (Centene),wellcare-of-new-york,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
WellSense Health Plan,Medicare Advantage,,wellsense-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wellcare,Medicare Advantage,WellCare (Centene),wellcare,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wellcare By Allwell,Medicare Advantage,WellCare (Centene),wellcare-by-allwell,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wellcare By Fidelis Care,Medicare Advantage,WellCare (Centene),wellcare-by-fidelis-care,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wellcare By Health Net,Medicare Advantage,WellCare (Centene),wellcare-by-health-net,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wellcare By Trillium,Medicare Advantage,WellCare (Centene),wellcare-by-trillium,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wellcare Prime by Absolute Total Care,Medicare Advantage,WellCare (Centene),wellcare-prime-by-absolute-total-care,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wellfleet Insurance Company,Commercial,,wellfleet-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wellfleet New York Insurance Company,Commercial,,wellfleet-new-york-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wellmark Advantage Health Plan,Medicare Advantage,,wellmark-advantage-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Wellmark Health Plan of Iowa, Inc.",Commercial,,wellmark-health-plan-of-iowa-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wellmark Inc.,Commercial,,wellmark-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Wellmark Synergy Health, Inc.",Commercial,,wellmark-synergy-health-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Wellmark Value Health Plan, Inc.",Commercial,,wellmark-value-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wellmark of South Dakota,Commercial,,wellmark-of-south-dakota,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Wellmark, Inc.",Commercial,,wellmark-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wellpoint,Medicare Advantage,,wellpoint,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wellpoint Insurance Company,Commercial,,wellpoint-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wellpoint Life & Health Insurance Company,Commercial,,wellpoint-life-and-health-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Wellpoint Maryland, Inc.",Commercial,,wellpoint-maryland-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wellpoint Washington Inc,Commercial,,wellpoint-washington-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
West Coast Life Insurance Company,Commercial,,west-coast-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
West Penn Allegheny Health System,Commercial,,west-penn-allegheny-health-system,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
West Virginia Senior Advantage,Medicare Advantage,,west-virginia-senior-advantage,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Western Dental Services, Inc.",Commercial,,western-dental-services-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Western Health Advantage,Commercial,,western-health-advantage,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Western Sky Community Care, Inc.",Commercial,,western-sky-community-care-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Westminster School,Commercial,,westminster-school,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"White Oak Management, Inc.",Commercial,,white-oak-management-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Whiting Oil and Gas Corporation,Commercial,,whiting-oil-and-gas-corporation,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wilbert Inc.,Commercial,,wilbert-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wilkes University,Commercial,,wilkes-university,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Willamette Dental Insurance, Inc.",Commercial,,willamette-dental-insurance-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Willamette Dental of Idaho, Inc.",Commercial,,willamette-dental-of-idaho-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Willamette Dental of Washington, Inc.",Commercial,,willamette-dental-of-washington-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"William A. Hazel, Inc.",Commercial,,william-a-hazel-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
William Penn Life Insurance Company,Commercial,,william-penn-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wilton Reassurance Company,Commercial,,wilton-reassurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"WinStar Farm, LLC",Commercial,,winstar-farm-llc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wisconsin Auto & Truck Dealers Insurance,Commercial,,wisconsin-auto-and-truck-dealers-insurance,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wisconsin Collaborative Insurance Company,Commercial,,wisconsin-collaborative-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wisconsin Physicians Services Insurance Corporation,Commercial,,wisconsin-physicians-services-insurance-corporation,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Wisconsin Physicians Svc Insurance Corp,Commercial,,wisconsin-physicians-svc-insurance-corp,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Wolverine Health Plans, Inc.",Commercial,,wolverine-health-plans-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
